question_id,question,answer,field,year,correct answer,question_english,answer_english,field_english,question_type_category,question_type_format,question_type_clinical_domain,question_type_specialty_subtype,question_type_complexity_level,question_type_is_clinical_case,question_type_required_knowledge,question_type_gender,question_type_age_value,question_type_age_unit,question_type_age_ageCategory
6990,"بیمار آقای 78 ساله ای است که با تنگی نفس در حال استراحت و اورتوپنه به اورژانس مراجعه کرده است. در معاینه فشار خون بیمار 100/70mmHg، در سمع قلب صدای سوم و چهار (S3, S4) سمع شد ودر قاعده ریه ها رال شنیده می شود. Jvp بیمار برجسته و پای وی تا بالای زانو ورم دارد. در خصوص بیماری وی کدام عبارت غلط است؟","{'1': 'اندازه (B-type natriuretic peptide (BNP می تواند در تعیین پیش آگهی کمک کند. ', '2': 'چنانچه نوار قلب بیمار نمایانگر QRS پهن باشد ممکن است درمان resynchronization برایش مفید باشد. ', '3': 'چنانچه از بیمار تست ورزش به عمل آید و (peak oxygen uptake (Vo2 بیشتر از 14ml/kg باشد پروگنوز بیمارpoor است. ', '4': 'نیاز است که آزمایشات روتین از بیمار گرفته شود.'}",قلب,1397,3,"The patient is a 78-year-old male who presented to the emergency department with dyspnea at rest and orthopnea. On examination, the patient's blood pressure was 100/70 mmHg, S3 and S4 heart sounds were auscultated, and rales were heard at the lung bases. The patient's JVP was elevated, and his legs were swollen up to above the knee. Regarding his illness, which statement is incorrect?","{""1"": ""Measurement of B-type natriuretic peptide (BNP) can help in determining the prognosis."", ""2"": ""If the patient's electrocardiogram shows a wide QRS complex, resynchronization therapy may be beneficial for him."", ""3"": ""If the patient undergoes an exercise test and the peak oxygen uptake (Vo2) is greater than 14 ml/kg, the patient's prognosis is poor."", ""4"": ""Routine laboratory tests need to be performed on the patient.""}",Cardiology,diagnosis,case_scenario,cardiology,Heart Failure,intermediate,1.0,"[""Heart failure diagnosis"", ""Physical examination findings in heart failure"", ""Interpretation of vital signs"", ""Differential diagnosis of dyspnea""]",male,78,years,Adult (18+)
7885,کدام یک از موارد زیر در پیش گیری از پره اکلامپسی در یک خانم باردار پرخطر مؤثر می باشد؟,"{'1': 'Low dose Aspirin ', '2': 'Low Molecular weight heparin ', '3': 'Salt restriction ', '4': 'Vitamin C'}",زنان,1397,1,Which of the following is effective in preventing preeclampsia in a high-risk pregnant woman?,"{""1"": ""Low dose Aspirin "", ""2"": ""Low Molecular weight heparin "", ""3"": ""Salt restriction "", ""4"": ""Vitamin C""}",Obstetrics and Gynecology,treatment,direct_question,gynecology,Obstetrics,intermediate,0.0,"[""Preeclampsia prevention"", ""High-risk pregnancy management""]",female,,,Unspecified
14137,پسر 15 ساله كه به دنبال ورزش دچار تنگي نفس شديد توأم با ويزينگ ريوي منتشر مي‌شود و 20 دقيقه بعد علائم بيمار برطرف مي‌شود و در ساير روزها نكته‌ي غيرعادي ندارد. جهت پيشگيري تمام موارد زير صحيح است بجز؟,"{'1': 'سالبوتامول ', '2': 'آنتي\u200cلكوترين ', '3': 'كورتون خوراكي ', '4': 'بكلومتازون'}",ریه,1394,3,"A 15-year-old boy who experiences severe shortness of breath with diffuse pulmonary wheezing after exercise, and the symptoms resolve after 20 minutes, with no other abnormalities on other days. For prevention, all of the following are correct EXCEPT?","{""1"": ""Salbutamol"", ""2"": ""Antileukotriene"", ""3"": ""Oral corticosteroid"", ""4"": ""Beclomethasone""}",Pulmonology,treatment,multiple_choice,pulmonology,asthma,intermediate,1.0,"[""Exercise-induced bronchoconstriction"", ""Asthma management"", ""Preventive measures for asthma""]",male,15,years,Child (2-17)
3480,خانم ۷۰ساله با ضعف و بیحالی مراجعه کرده است. در سابقه بجز مصرف طولانی مدت استامینوفن برای درد زانو نکته دیگری ندارد. فشار خون وی ۱۵۰ / ۹۰میلی متر جیوه و آزمایشات به شرح زیر است: WBC 10-15/HPF Hb:11 g/dl BUN:25 mg/dl Cr:1.7 mg/dl RBC:2-3/HPF U/A:Pr+ در کشت ادرار باکتری رشد نکرده است. همچنین در سونوگرافی سایز کلیه راست ۸۳و کلیه چپ ۸۵میلیمتر می باشد. محتمل ترین تشخیص کدام است؟,"{'1': 'گلومرولونفریت ', '2': 'نفریت بینابینی مزمن ', '3': 'نکروز حاد توبولی ', '4': 'ازوتمی پره رنال'}",نفرولوژی,1399,2,"A 70-year-old woman presented with weakness and malaise. Her history is unremarkable except for long-term acetaminophen use for knee pain. Her blood pressure is 150/90 mmHg and laboratory tests are as follows: WBC 10-15/HPF, Hb: 11 g/dl, BUN: 25 mg/dl, Cr: 1.7 mg/dl, RBC: 2-3/HPF, U/A: Pr+. Urine culture showed no bacterial growth. Ultrasound showed the right kidney size to be 83 mm and the left kidney size to be 85 mm. What is the most likely diagnosis?","{""1"": ""Glomerulonephritis"", ""2"": ""Chronic interstitial nephritis"", ""3"": ""Acute tubular necrosis"", ""4"": ""Prerenal azotemia""}",Nephrology,diagnosis,case_scenario,nephrology,chronic_kidney_disease,intermediate,1.0,"[""nephrology"", ""pharmacology"", ""laboratory_value_interpretation"", ""imaging_interpretation""]",female,70,years,Adult (18+)
14309,آقای 20 ساله با حملات سرفه و تنگی نفس به دنبال ورزش مراجعه کرده است. معاینه بالینی نرمال، گرافی سینه و اسپیرومتری نرمال می باشد. تست متاکولین بیمار مثبت گزارش شده است. کدام اقدام را توصیه می کنید؟,"{'1': 'سالبوتامول استنشاقی قبل از ورزش ', '2': 'بتاآگونیست استنشاقی طولانی\u200cاثر ', '3': 'کرومولین سدیم قبل از ورزش ', '4': 'استروئید استنشاقی'}",ریه,1394,4,"A 20-year-old male presented with attacks of cough and shortness of breath following exercise. Physical examination is normal, chest X-ray and spirometry are normal. The patient's methacholine challenge test is reported as positive. Which action do you recommend?","{""1"": ""Inhaled salbutamol before exercise"", ""2"": ""Long-acting inhaled beta-agonist"", ""3"": ""Cromolyn sodium before exercise"", ""4"": ""Inhaled steroid""}",Pulmonology,treatment,case_scenario,pulmonology,asthma,intermediate,1.0,"[""pulmonary function tests"", ""asthma diagnosis"", ""asthma management"", ""exercise-induced bronchoconstriction""]",male,20,years,Adult (18+)
13211,آقای جوانی به دنبال تدخین دچار اضطراب، خنده های بی دلیل، گوشه گیری، قرمزی ملتحمه، افزایش اشتها، خشکی دهان و تاکی کاردی شده است. کدامیک از علایم و یا بیماریهای زیر در این بیمار بیشتر دیده می شود؟,"{'1': 'هذیان های گزند و آسیب ', '2': 'دیستونی و اسپاسم عضلانی ', '3': 'افزایش فشار خون ', '4': 'خونریزی مغزی'}",روانپزشکی,1395,1,"A young man developed anxiety, causeless laughter, withdrawal, conjunctival redness, increased appetite, dry mouth, and tachycardia after smoking. Which of the following symptoms or diseases is more likely to be seen in this patient?","{""1"": ""Delusions of harm and injury"", ""2"": ""Dystonia and muscle spasm"", ""3"": ""Increased blood pressure"", ""4"": ""Cerebral hemorrhage""}",Psychiatry,diagnosis,case_scenario,psychiatry,substance_abuse,intermediate,1.0,"[""psychopharmacology"", ""substance_abuse"", ""clinical presentation of substance intoxication""]",male,,,Adult (18+)
1559,پسر 5 ساله ای را به علت سردرد، ادرار تیره و کاهش حجم ادرار به اورژانس آورده اند. در معاینه ادم دور پلک دارد و فشار خون 130/95 میلی متر جیوه است. سطح کراتینین سرم 2 میلی گرم در دسی لیتر و پتاسیم 5 و سدیم 133 میلی اکی والان در لیتر گزارش شده است. بیمار با تشخیص نفریت حاد کاندید درمان حمایتی است. در این مرحله کدام اقدام زیر توصیه می شود؟,"{'1': 'محدودیت مایعات و شروع فورسماید ', '2': 'محدودیت مایعات و شروع کاپتوپریل ', '3': 'بولوس سالین وریدی و تجویز آملودیپین ', '4': 'بولوس سالین وریدی و شروع اسپیرونولاکتون'}",کودکان,1401,1,"A 5-year-old boy is brought to the emergency department due to headache, dark urine, and decreased urine volume. On examination, he has periorbital edema and a blood pressure of 130/95 mmHg. Serum creatinine is reported as 2 mg/dL, potassium 5 mEq/L, and sodium 133 mEq/L. The patient is a candidate for supportive treatment with a diagnosis of acute nephritis. Which of the following actions is recommended at this stage?","{""1"": ""Fluid restriction and initiation of furosemide"", ""2"": ""Fluid restriction and initiation of captopril"", ""3"": ""Intravenous saline bolus and administration of amlodipine"", ""4"": ""Intravenous saline bolus and initiation of spironolactone""}",Pediatrics,treatment,case_scenario,pediatrics,nephrology,intermediate,1.0,"[""Pediatric nephrology"", ""Acute nephritis management"", ""Electrolyte imbalances"", ""Hypertension management in children""]",male,5,years,Child (2-17)
17905,مردی 35 ساله به دلیل بثورات خارش دار ناحیه آرنج، زانو و خلف گردن مراجعه نموده است. در معاینه تاول مشاهده نمی شود. در بیوپسی، شکاف ساب اپیدرمال و تجمع نوتروفیل ها در نوک پاپی درمی مشاهده می شود. تشخیص شما چیست؟,"{'1': 'پسوریازیس ', '2': 'درماتیت هرپتی فرم ', '3': 'پمفیگوس ولگاریس ', '4': 'لیکن پلان'}",پوست,1393,2,"A 35-year-old man presents with itchy rash on the elbows, knees, and back of the neck. No blisters are observed on examination. Biopsy shows subepidermal clefting and accumulation of neutrophils at the dermal papillae tips. What is your diagnosis?","{""1"": ""Psoriasis"", ""2"": ""Dermatitis herpetiformis"", ""3"": ""Pemphigus vulgaris"", ""4"": ""Lichen planus""}",Dermatology,diagnosis,case_scenario,dermatology,inflammatory_skin_conditions,intermediate,1.0,"[""dermatology"", ""histopathology"", ""skin_biopsy_interpretation""]",male,35,years,Adult (18+)
2234,آقای 30 ساله ای سه ماه پس از جراحی باز فتق کشاله ران با درد تیرکشنده به اسکروتوم مراجعه کرده است در معاینه بی حسی سطح داخلی ران دارد. امکان آسیب به کدام عصب در این بیمار بیشتر است؟,"{'1': 'عصب اپلیواینگواینال ', '2': 'عصب فمورال سطحی ', '3': 'عصب ژنیتوفمورال ', '4': 'عصب ابتراتور'}",جراحی,1400,4,A 30-year-old male presents with radiating pain to the scrotum three months after open inguinal hernia repair. Physical examination reveals numbness on the medial aspect of the thigh. Which nerve is most likely injured in this patient?,"{""1"": ""Ilioinguinal nerve"", ""2"": ""Superficial femoral nerve"", ""3"": ""Genitofemoral nerve"", ""4"": ""Obturator nerve""}",Surgery,complication,case_scenario,surgery,general_surgery,intermediate,1.0,"[""postoperative complications of inguinal hernia repair"", ""anatomy of the inguinal region"", ""nerve anatomy of the thigh and scrotum""]",male,30,years,Adult (18+)
2796,عارضه مخلوط شدن خون متافیز و اپی فیز، در کدام تایپ شکستگی‌های صفحه رشد دیده می شود؟,"{'1': 'تایپ دو ', '2': 'تایپ سه ', '3': 'تایپ چهار ', '4': 'تایپ پنج'}",ارتوپدی,1400,3,In which type of growth plate fractures is the complication of mixing metaphyseal and epiphyseal blood seen?,"{""1"": ""Type Two"", ""2"": ""Type Three"", ""3"": ""Type Four"", ""4"": ""Type Five""}",Orthopedics,pathophysiology,direct_question,orthopedics,fractures,intermediate,0.0,"[""Salter-Harris fracture classification"", ""Growth plate anatomy"", ""Fracture pathophysiology""]",unspecified,unspecified,unspecified,Unspecified
7487,"خانم 36 ساله با درد شکم با ارجحیت RUQ مراجعه نموده است. در شرح حال دارویی مصرف قرص جلوگیری از بارداری و بروفن را ذکر می کند. در معاینه اسکلرایکتریک است و هپاتومگالی دارد. در سونوگرافی مایع آزاد شدید شکمی گزارش شده است. با توجه به آزمایشات جهت اثبات تشخیص کدام اقدام صحیح می باشد؟AST = 41, ALT = 37 , ALP = 315Bili Total = 3.7 mg/dl , Albumin = 3.5 , INR = 1.8","{'1': 'MRCP ', '2': 'سونوگرافی داپلر وریدهای فوق کبدی ', '3': 'سونوگرافی داپلر ورید پورت ', '4': 'ERCP'}",گوارش,1397,2,"A 36-year-old female presents with abdominal pain, predominantly in the RUQ. Her medication history includes oral contraceptives and ibuprofen. On examination, she is icteric and has hepatomegaly. Ultrasound reports severe free abdominal fluid. Based on the lab results, which action is correct to confirm the diagnosis? AST = 41, ALT = 37, ALP = 315, Bili Total = 3.7 mg/dl, Albumin = 3.5, INR = 1.8","{""1"": ""MRCP "", ""2"": ""Doppler ultrasound of hepatic veins "", ""3"": ""Doppler ultrasound of portal vein "", ""4"": ""ERCP""}",Gastroenterology,diagnosis,case_scenario,gastroenterology,hepatology,intermediate,1.0,"[""Differential diagnosis of RUQ pain and jaundice"", ""Interpretation of liver function tests"", ""Causes of ascites"", ""Impact of medications on liver function"", ""Diagnostic workup for liver disease""]",female,36,years,Adult (18+)
